tweets,len,ID,Date,Source,Likes,RTs,location,UserName,Name,clean tweets,clean tweet length
"الجزمة اللي تمشي مع كل ستايل👟

نوّنها بـ VANS على: https://t.co/fTMlrz8Geg

#هلا_نون https://t.co/YQcYegoB8G",1,1090644466375913473,2019-01-30 16:14:38,Other,19,3,Saudi Arabia,noon,نون,الجزمه الي تمشي مع كل ستايل👟  نوّنها ب VANS علي   هلانون ,57
"🐅 يستاهل جمهور الذهب 🐅

ويا اتحاد العب و #نون_لك_سند 

نوّنها على: https://t.co/AvrPss53jV

#الاتحاد_الشباب
#احضر_بالاصفر https://t.co/T5SDQWy21q",1,1090193721331802113,2019-01-29 10:23:32,Twitter Web,1021,861,Saudi Arabia,noon,نون,🐅 يستاهل جمهور الذهب 🐅  ويا اتحاد العب و نونلكسند   نوّنها علي   الاتحادالشباب احضربالاصفر ,91
"فيه ناس حتى بالبرد مصيفين، هل أنت منهم؟

نوّنها على: https://t.co/c0WDjCRTBy

#هلا_نون https://t.co/9rhCXT3zxQ",1,1089900915077742597,2019-01-28 15:00:02,Other,27,6,Saudi Arabia,noon,نون,فيه ناس حتي بالبرد مصيفين هل انت منهم  نوّنها علي   هلانون ,59
"نوّنها ولك خصم 18% إذا استخدمت بطاقة بنك ساب 💳

للمزيد: https://t.co/aAeOMT7sle

⁧#هلا_نون⁩ https://t.co/ZEfvgv6Lsv",1,1089555289672564736,2019-01-27 16:06:38,Other,11,6,Saudi Arabia,noon,نون,نوّنها ولك خصم 18 اذا استخدمت بطاقه بنك ساب 💳  لمزيد   ⁧هلانون⁩ ,64
"جمهور الذهب؟ مستعدين؟

الوعد الجوهرة بحضورنا وتشجعينا ودعمنا لعميدنا 💛

وترانا مجهزين لكم مفاجأة 📦

ويا اتحاد العب و #نون_لك_سند https://t.co/W2XrX5iFNX",1,1089532569308270592,2019-01-27 14:36:21,Twitter for iPhone,1771,1817,Saudi Arabia,noon,نون,جمهور الذهب مستعدين  الوعد الجوهره بحضورنا وتشجعينا ودعمنا لعميدنا 💛  وترانا مجهزين لكم مفاجاه 📦  ويا اتحاد العب و نونلكسند ,124
"الراحة هي عنوان الكشخة الجديد
 
نوّنها على: https://t.co/NAa7AoH6nV
 
#هلا_نون https://t.co/h4b2THD05h",1,1089161273806225408,2019-01-26 14:00:57,Other,13,7,Saudi Arabia,noon,نون,الراحه هي عنوان الكشخه الجديد   نوّنها علي    هلانون ,53
"محد يقدر يحدد معايير جمالك، نوّنيها بكل اللي يعجبك 

نّونيها على: https://t.co/YcncgCFpkO
 
#هلا_نون https://t.co/O0AjkAI5qD",1,1088783726492803072,2019-01-25 13:00:43,Other,10,3,Saudi Arabia,noon,نون,محد يقدر يحد معاير جمالك نوّنيها بكل الي يعجبك   نّونيها علي    هلانون ,71
"عروض الأصفر رجعت لكم بخصومات حتى 60% 💛

   نوّنها الحين على: https://t.co/TVgS8BU0AV

    #هلا_نون https://t.co/TTLf2HUL5I",1,1088451057938649089,2019-01-24 14:58:49,Other,32,6,Saudi Arabia,noon,نون,عروض الاصفر رجعت لكم بخصومات حتي 60 💛   نوّنها الحين علي    هلانون ,67
"نوّنها ولك خصم 15% إذا استخدمت بطاقة بنك الجزيرة💳

للمزيد: https://t.co/VIlt3v3xod

#هلا_نون https://t.co/Uw6pUaVUIl",1,1088423120703127553,2019-01-24 13:07:48,Other,9,4,Saudi Arabia,noon,نون,نوّنها ولك خصم 15 اذا استخدمت بطاقه بنك الجزيره💳  لمزيد   هلانون ,65
"مستحضرات VICHY الطبية لبشرة صحية 

نوّنيها على: https://t.co/CqsN4GrNga

#هلا_نون https://t.co/a5EtI0XBam",1,1088073894735441923,2019-01-23 14:00:06,Other,11,3,Saudi Arabia,noon,نون,مستحضرات VICHY الطبيه لبشره صحيه   نوّنيها علي   هلانون ,56
"وصل أحلى وقت، وقت عروض التصفيات 

نوّنها ولا تفوّتها على: https://t.co/qHCx4zwZyF
 
#هلا_نون https://t.co/q2Xqh2kO0b",1,1087686848162353152,2019-01-22 12:22:07,Other,15,4,Saudi Arabia,noon,نون,وصل احلي وقت وقت عروض التصفيات   نوّنها ولا تفوّتها علي    هلانون ,66
@k_turke نرجو منك زيارة الرابط التالي لمعرفة المزيد عن نظام الأقساط https://t.co/Ko9uPf4vhY  كما يمكنك أيضاً التواصل مع البنك الخاص بك  للمزيد من التفاصيل. شكراً لك.,1,1087673782104412160,2019-01-22 11:30:12,Other,1,0,Saudi Arabia,noon,نون, نرجو منك زياره الرابط التالي لمعرفه المزيد عن نظام الاقساط كما يمكنك ايضاً التواصل مع البنك الخاص بك لمزيد من التفاصيل شكراً لك,128
"الإضافة الحلوة لستايلك الشتوي 

نوّنها على: https://t.co/62MLgi02H2
 
#هلا_نون https://t.co/M4eEsWmHbW",1,1087368387309666304,2019-01-21 15:16:40,Other,9,2,Saudi Arabia,noon,نون,الاضافه الحلوه لستايلك الشتوي   نوّنها علي    هلانون ,53
"لو تختار بين هالعطرين تختار دنهل أو دافيدوف ؟
 
نوّنها على: https://t.co/XNZcsrBDQz

#هلا_نون https://t.co/oVRRIaaPYQ",1,1086996081714462720,2019-01-20 14:37:15,Other,29,9,Saudi Arabia,noon,نون,لو تختار بين هالعطرين تختار دنهل او دافيدوف    نوّنها علي   هلانون ,67
"Dyson لتجفيف سريع ولمعة ولا أحلى 👱‍♀️✨

نوّنيها على: https://t.co/UjJjSFYvwM
 
#هلا_نون https://t.co/ovIhjLxKKA",1,1086579030537601025,2019-01-19 11:00:03,Other,11,5,Saudi Arabia,noon,نون,Dyson لتجفيف سريع ولمعه ولا احلي 👱‍♀️✨  نوّنيها علي    هلانون ,62
وش خطتك هالويكند؟,1,1086263929842683904,2019-01-18 14:07:57,Twitter for iPhone,49,14,Saudi Arabia,noon,نون,وش خطتك هالويكند,16
"معمل الجمال وصل!
نوّنيها في وجهتك الأولى في عالم الجمال على أفضل المنتجات من أحسن الماركات.

نوّنيها على: https://t.co/YcncgCFpkO

#هلا_نون https://t.co/0PfkKcTQti",1,1085905126768881664,2019-01-17 14:22:12,Other,13,6,Saudi Arabia,noon,نون,معمل الجمال وصل نوّنيها في وجهتك الاولي في عالم الجمال علي افضل المنتجات من احسن الماركات  نوّنيها علي   هلانون ,112
"هلا بالخصم الزين 💛
اشتر أحد منتجات الجمال ولك خصم 50% على الثاني 

نوّنها على: https://t.co/CCcUMLzzVg

⁧#هلا_نون https://t.co/jlP8j0cBeF",1,1085785876754382849,2019-01-17 06:28:20,Other,9,4,Saudi Arabia,noon,نون,هلا بالخصم الزين 💛 اشتر احد منتجات الجمال ولك خصم 50 علي الثاني   نوّنها علي   ⁧هلانون ,87
#10yearchallenge 😂 https://t.co/ZRWjt4JHUs,1,1085576209336016896,2019-01-16 16:35:11,Twitter for iPhone,124,51,Saudi Arabia,noon,نون,10yearchalenge 😂 ,17
"جا الوقت تتميزين بأناقة شتوية ✨

نوّنيها على: https://t.co/ikDzEblIBe

#هلا_نون https://t.co/c13JULYnH1",1,1085445425874849793,2019-01-16 07:55:30,Twitter for iPhone,17,3,Saudi Arabia,noon,نون,جا الوقت تميزين باناقه شتويه ✨  نوّنيها علي   هلانون ,53
"شيسيدو توعدك تحافظ على جمالك 💛

نوّنيها على: https://t.co/mbjOhT8amG
 
#هلا_نون https://t.co/4rjMNfgwr7",1,1084783367617298437,2019-01-14 12:04:43,Other,19,6,Saudi Arabia,noon,نون,شيسيدو توعدك تحافظ علي جمالك 💛  نوّنيها علي    هلانون ,54
"مستلزمات البيت والمطبخ بخصومات حتى 70% 🍳

نوّنها الحين على: https://t.co/rCgQ6MxZWW

#هلا_نون https://t.co/91sWa7Ws6X",1,1084388390416527362,2019-01-13 09:55:13,Other,8,3,Saudi Arabia,noon,نون,مستلزمات البيت والمطبخ بخصومات حتي 70 🍳  نوّنها الحين علي   هلانون ,67
"لا يختلف جوّك ولا ينقصك شي 🕶️

ونوّنيها على: https://t.co/bgpTDgDRnQ

#هلا_نون https://t.co/1wWk2fEScN",1,1083679926069321728,2019-01-11 11:00:02,Other,33,8,Saudi Arabia,noon,نون,لا يختلف جوّك ولا ينقصك شي 🕶️  ونوّنيها علي   هلانون ,53
"عظمة على عظمة هذا الجمهور🐅

#الاتحاد_القادسيه https://t.co/afEq8z3VRy",1,1083439478771994625,2019-01-10 19:04:35,Twitter for iPhone,1427,1577,Saudi Arabia,noon,نون,عظمه علي عظمه هذا الجمهور🐅  الاتحادالقادسيه ,44
"💛مبروك لجمهور الذهب الفوز 💛

#الاتحاد_القادسيه
#نون_لك_سند",1,1083434485239164928,2019-01-10 18:44:45,Twitter for iPhone,3497,3425,Saudi Arabia,noon,نون,💛مبروك لجمهور الذهب الفوز 💛  الاتحادالقادسيه نونلكسند,53
"أرهب عروض الأجهزة الإلكترونية!

نونّها الحين على: https://t.co/rd174thrs8

#هلا_نون https://t.co/14zB4AlV6L",1,1083369656021176320,2019-01-10 14:27:08,Other,28,9,Saudi Arabia,noon,نون,ارهب عروض الاجهزه الالكترونيه  نونّها الحين علي   هلانون ,57
"متوهق بالهدية؟ حنا نضبطك ✨

نوّنها على: https://t.co/vuxGfmAg4P

#هلا_نون https://t.co/NjTgcNcrrA",1,1082985503668883457,2019-01-09 13:00:39,Other,16,2,Saudi Arabia,noon,نون,متوهق بالهديه حنا نضبطك ✨  نوّنها علي   هلانون ,47
"كشخة الشتاء غير 🏂🏽💛

نوّنيها على: https://t.co/ikDzEb47cE

#هلا_نون https://t.co/4OPgKhzIgG",1,1082639566480203776,2019-01-08 14:06:01,Other,17,7,Saudi Arabia,noon,نون,كشخه الشتاء غير 🏂🏽💛  نوّنيها علي   هلانون ,42
"وفرنا لكم جهاز Realme 2 Pro وبسعر مميز

نوّنها على: https://t.co/bKCYq3vUf5

#هلا_نون https://t.co/iEE73gQkfD",1,1082218485801873408,2019-01-07 10:12:48,Other,24,5,Saudi Arabia,noon,نون,وفرنا لكم جهاز Realme 2 Pro وبسعر ميز  نوّنها علي   هلانون ,59
"صغاركم يستاهلون أحلى الخصومات 👶💛
 
نوّنها على: https://t.co/jKk0S6J5Hf
 
#هلا_نون https://t.co/KavbkxTJzg",1,1081872966621683712,2019-01-06 11:19:50,Other,20,3,Saudi Arabia,noon,نون,صغاركم يستاهلون احلي الخصومات 👶💛   نوّنها علي    هلانون ,56
"عدّة الشتوية اللي تحتاجينها موجودة عندنا

نوّنيها على: https://t.co/Xll8mFA2P5
 
#هلا_نون https://t.co/Ve1YOnjABi",1,1081505694237388800,2019-01-05 11:00:25,Other,18,4,Saudi Arabia,noon,نون,عدّه الشتويه الي تحتاجينها موجوده عندنا  نوّنيها علي    هلانون ,63
"لأنها أساس ستايلك، اختارها صح!

نوّنها على: https://t.co/vQ9cP9rSmA

#هلا_نون https://t.co/xBtPP8ViLp",1,1081143447459778560,2019-01-04 11:00:59,Other,15,6,Saudi Arabia,noon,نون,لانها اساس ستايلك اختارها صح  نوّنها علي   هلانون ,50
"منتجات فيتشي الطبية لبشرة صحية💛

نوّنيها على: https://t.co/GhwHxLwujn

#هلا_نون https://t.co/aqegjl4cMI",1,1080780914613903360,2019-01-03 11:00:24,Other,13,7,Saudi Arabia,noon,نون,منتجات فيتشي الطبيه لبشره صحيه💛  نوّنيها علي   هلانون ,54
"جاهزين؟
متحمسين؟
شد حيلك وفالك الـA+

نوّنها على: https://t.co/YZnzs5cXvr

#هلا_نون https://t.co/QmqjxOQmPV",1,1080434673866571776,2019-01-02 12:04:34,Other,15,3,Saudi Arabia,noon,نون,جاهزين متحمسين شد حيلك وفالك الA  نوّنها علي   هلانون ,54
"الكلاسيكي يفهم ذوقك 🕶️

نوّنها على: https://t.co/S5WRyPdWhl

#هلا_نون https://t.co/jq2TiBOc43",1,1080418619748564993,2019-01-02 11:00:46,Other,18,7,Saudi Arabia,noon,نون,الكلاسيكي يفهم ذوقك 🕶️  نوّنها علي   هلانون ,44
"سنة 2018 كانت تجربة جميلة لنا، ساعدنا في افتتاح أول سينما في المملكة، تعرّفنا على #ناس_نون الرهيبة، أطلقنا عروض #الجمعة_الصفراء وصارت نون على تيشرتات النمور وغيرها كثير💛 

والقادم أجمل #هلا_2019 📦 https://t.co/SwLAFp3AIn",1,1080133132756701184,2019-01-01 16:06:21,Twitter for iPhone,58,22,Saudi Arabia,noon,نون,سنه 2018 كانت تجربه جميله لنا ساعدنا في افتاح اول سينما في الملكه تعرّفنا علي ناسنون الرهيبه اطلقنا عروض الجمعهالصفراء وصارت نون علي تيشرتات النمور وغيرها كثير💛   والقادم اجمل هلا2019 📦 ,186
"مع السنة الجديدة جدّدي فرش الميك-آب اللي عندك💛💁‍♀️

 نوّنيها على: https://t.co/pp5x17iuCl

#هلا_نون https://t.co/EBW9b9fVqF",1,1079693902230114306,2018-12-31 11:01:00,Other,11,5,Saudi Arabia,noon,نون,مع السنه الجديده جدّدي فرش الميكاب الي عندك💛💁‍♀️   نوّنيها علي   هلانون ,72
"تزيّن وتدفى للكشتة الجاية☃
 
نوّنها على: https://t.co/qsHwuTxxsX

#هلا_نون https://t.co/SVpKurMUvo",1,1079401660349243400,2018-12-30 15:39:44,Other,15,4,Saudi Arabia,noon,نون,تزيّن وتدفي لكشته الجايه☃   نوّنها علي   هلانون ,48
"يالله على بابك يا كريم يا كريم 👏🏼

بالتوفيق للنمور في مباراة #الاتحاد_الاتفاق 💛🐅",1,1079022030861807618,2018-12-29 14:31:14,Twitter for iPhone,322,191,Saudi Arabia,noon,نون,ياله علي بابك يا كريم يا كريم 👏🏼  بالتوفيق لنمور في مباراه الاتحادالاتفاق 💛🐅,76
