tweets,len,ID,Date,Source,Likes,RTs,location,UserName,Name
ما نقدر نوقف الوقت بس نقدر ناخذ صور 📸💛 https://t.co/KBQrbIF0Ra,1,1014146976558878721,2018-07-03 14:00:55,Socialbakers,46,6,Kingdom of Saudi Arabia,noon,نون
"قلنا لكم، لا يوقف ⚡
خصم حتى 70% على قسم الأزياء، نوّنها الحين💛
https://t.co/9NzKrFuBdO https://t.co/TFC05aIPvG",1,1014071899482198017,2018-07-03 09:02:36,Twitter for iPhone,22,9,Kingdom of Saudi Arabia,noon,نون
@WSSAN14 العفو 💛,1,1013879904755159046,2018-07-02 20:19:40,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@kalthamsa1 💛,1,1013879812518305792,2018-07-02 20:19:18,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@FahadFhmzj26 @noon_cares يمكنك محاولة الكود FRS. شكراً.,1,1013826759475818497,2018-07-02 16:48:30,Falcon Social Media Management ,1,0,Kingdom of Saudi Arabia,noon,نون
معلومة: الشواحن المتنقلة أهم من الجوال🔋🔋! نوّنها الحين💛 https://t.co/WMRessyOE4,1,1013822289983385600,2018-07-02 16:30:44,Socialbakers,56,12,Kingdom of Saudi Arabia,noon,نون
"نونها بخصم حتى 70٪ على مستلزمات البيت والمطبخ، لا يوقف ⚡️
https://t.co/h7P1NHl2fg https://t.co/c8olg0Pquc",1,1013716270490021889,2018-07-02 09:29:27,Twitter for iPhone,16,8,Kingdom of Saudi Arabia,noon,نون
@eshofaisal @m2b999 تتهني فيها😍💛,1,1013411482242076672,2018-07-01 13:18:20,Falcon Social Media Management ,0,1,Kingdom of Saudi Arabia,noon,نون
@A_khawjah ياعيني عليك ياعبدالرحمن 😍 كلك ذوق 💛,1,1013406215920082944,2018-07-01 12:57:24,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@azo114_ @noon_cares العفو☺️ و حياك عندنا اي وقت يا عز 💛,1,1013405751149293568,2018-07-01 12:55:33,Falcon Social Media Management ,0,1,Kingdom of Saudi Arabia,noon,نون
نورتوا المكتب💛 https://t.co/w5aQ02okeY,1,1013371098317107205,2018-07-01 10:37:52,Twitter for iPhone,26,16,Kingdom of Saudi Arabia,noon,نون
تشجيعك ينعكس بتيشرتك، نوّنها اللحين على ملابس كأس العالم من نون💛 https://t.co/sPDOgiblBs,1,1013097499383365632,2018-06-30 16:30:40,Socialbakers,49,10,Kingdom of Saudi Arabia,noon,نون
@EtXlc  https://t.co/xsq7jMUPWm,1,1013008583544459264,2018-06-30 10:37:21,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@BLACKANDBLUE91 الله لا يحرمنا من حبكم 😍💛,1,1012670827022741504,2018-06-29 12:15:14,Falcon Social Media Management ,0,1,Kingdom of Saudi Arabia,noon,نون
شمس الصيف وصلت، يعني الوضع يبي له تان💛  https://t.co/EBBcG5mUT6 https://t.co/jIQ583kPmg,1,1012319865955233792,2018-06-28 13:00:38,Socialbakers,31,5,Kingdom of Saudi Arabia,noon,نون
نوّنها على كتب الأدب العربي والانجليزي💛 https://t.co/pRhxWvwA6u https://t.co/YqhzsSTL6W,1,1011957485140209664,2018-06-27 13:00:40,Socialbakers,32,15,Kingdom of Saudi Arabia,noon,نون
فيه ألطف وأجمل من الأطفال بملابس السباحة؟ نوّنها الحين على ملابس الكتاكيت💛  https://t.co/4jcx6Yu9Ev https://t.co/gJdUKVB9Py,1,1011594984779202560,2018-06-26 13:00:13,Socialbakers,24,10,Kingdom of Saudi Arabia,noon,نون
"مين فيهم أقنعك بالكيس حقه أكثر؟ 

#الأرجنتين_نيجيريا 
#كيس_العالم

شُكر خاص للـ @AlComedyClub",1,1011224204467896321,2018-06-25 12:26:52,Twitter for iPhone,10,5,Kingdom of Saudi Arabia,noon,نون
"طلال الشيخي مُعجب بطقم النسور الخضر #NGA 
وعبدالرحمن الشيخي يشجع ميسي وأخوياه #ARG 

السالفة كاملة في الحلقة الثانية من #كيس_العالم💛

 #الأرجنتين_نيجيريا https://t.co/doQNO85K6y",1,1011218173805367296,2018-06-25 12:02:54,Twitter for iPhone,106,33,Kingdom of Saudi Arabia,noon,نون
"مين فيهم أقنعك بالكيس حقه أكثر؟ 
#اليابان_السنغال 
#كيس_العالم",1,1010825730069028864,2018-06-24 10:03:28,Twitter Web Client,12,6,Kingdom of Saudi Arabia,noon,نون
"الحلقة الأولى من #كيس_العالم وصلت! 

طلال الشيخي مع #JPN 
وعبدالرحمن الشيخي مع #SEN 

#اليابان_السنغال https://t.co/b3SGgyqSwv",1,1010825119630086144,2018-06-24 10:01:03,Twitter Web Client,54,34,Kingdom of Saudi Arabia,noon,نون
ترا عدّة سيارتك عندنا #المرأة_السعودية_تسوق 💛🇸🇦,1,1010632072711598080,2018-06-23 21:13:57,Twitter for iPhone,43,27,Kingdom of Saudi Arabia,noon,نون
الوعد بكرة في #كيس_العالم 💛 https://t.co/FmP38MKWu5,1,1010614005508050945,2018-06-23 20:02:09,Twitter for iPhone,35,12,Kingdom of Saudi Arabia,noon,نون
"@tete9909 لأنكم أحسن عملاء 💛
محظوظين بكم 😍",1,1010109327187771392,2018-06-22 10:36:45,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
تنفع تكون سائح في بلدك وتزور كل الأماكن الجديدة، نوّنها على عدة السفر💛 https://t.co/YLlIL8qMII,1,1010069887753113601,2018-06-22 08:00:02,Socialbakers,31,9,Kingdom of Saudi Arabia,noon,نون
اضمن كل حاجاتك معك من قبل وروق يوم السفرة👌🏼 https://t.co/W9DPt4wqUp,1,1009798234997342211,2018-06-21 14:00:35,Socialbakers,26,2,Kingdom of Saudi Arabia,noon,نون
سعيدين في نون بشوفة ابتسامة يوسف ونطمح بأننا كلنا نقدم شي ولو بسيط للاجئين وأحلام اللاجئين #مع_اللاجئين https://t.co/wfxzImAvpY,1,1009692541074145282,2018-06-21 07:00:35,Twitter for iPhone,19,9,Kingdom of Saudi Arabia,noon,نون
@KhalidZKhan مع الاخضر في كل مكان 💛💚,1,1009427159172243462,2018-06-20 13:26:03,Falcon Social Media Management ,2,1,Kingdom of Saudi Arabia,noon,نون
@YasirAlsaggaf 😍الحمدالله على سلامتك 💛 و بالتوفيق لصقورنا اليوم,1,1009407939734581248,2018-06-20 12:09:41,Falcon Social Media Management ,2,1,Kingdom of Saudi Arabia,noon,نون
"لأننا متفائلين حتى الرمق الأخير كتبنا بالروسي ""اللي مايعرف الصقر ..بيعرفه زين في ٢٠ يونيو ٢٠١٨"" كل التوفيق لرجالنا🇸🇦 https://t.co/0xGIl8REWD",1,1009404784330276865,2018-06-20 11:57:09,Twitter for iPhone,55,41,Kingdom of Saudi Arabia,noon,نون
عاد إليكم من جديد⚽ https://t.co/pbtYBf14cT,1,1008714743656271873,2018-06-18 14:15:10,Socialbakers,64,24,Kingdom of Saudi Arabia,noon,نون
للتذكير: بمناسبة #يوم_الاب لا تنسى تحب راس أبوك اليوم وكل يوم💛,1,1008344670387212288,2018-06-17 13:44:38,Twitter for iPhone,114,46,Kingdom of Saudi Arabia,noon,نون
أحيانا نحتاج نطلع عن جو المدينة وزحمتها، لا تنسى تروق نفسك💛 https://t.co/FPe2bMqj2U,1,1008318349413998592,2018-06-17 12:00:02,Socialbakers,17,5,Kingdom of Saudi Arabia,noon,نون
@iom88 هلا، يرجى التواصل معنا بتفاصيل طلبك عبر الخاص و ذلك ليتم مساعدتك، شكراً لك.,1,1008016817745551362,2018-06-16 16:01:52,Falcon Social Media Management ,0,1,Kingdom of Saudi Arabia,noon,نون
عايد نفسك وكمّل عدّتك الإلكترونية، نوّنها الحين💛 https://t.co/LR3q7sIbKL,1,1008016359010197504,2018-06-16 16:00:02,Socialbakers,46,9,Kingdom of Saudi Arabia,noon,نون
"@katoki_otaku @noon للمزيد من الاستفسارات، لا تتردد في الاتصال بنا على 8001160210 من السعودية أو على 80038888 من الإمارات.
عيدك مبارك💛",1,1007595247898112001,2018-06-15 12:06:41,Falcon Social Media Management ,2,1,Kingdom of Saudi Arabia,noon,نون
الكائنات التي تتكاثر في العيد، كل عام وأنتم بخير💛 https://t.co/CMNxZhyEbW,1,1007472781024350208,2018-06-15 04:00:03,Socialbakers,51,15,Kingdom of Saudi Arabia,noon,نون
@SaberAbdullah90 تتهنى فيه ياالغالي,1,1007368340308930567,2018-06-14 21:05:02,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@SaberAbdullah90 تتهنى فيه يا الغالي💛,1,1007368128987320323,2018-06-14 21:04:12,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
عاد عيدكم ودامت أفراحكم، من العايدين الفايزين وكل عام وأنتم بخير💛 https://t.co/mmADn7vBls,1,1007337050763194368,2018-06-14 19:00:42,Socialbakers,66,31,Kingdom of Saudi Arabia,noon,نون
"إن شاء الله تحقق أملنا 🇸🇦 

#روسيا2018",1,1007273925951262721,2018-06-14 14:49:52,Twitter for iPhone,49,31,Kingdom of Saudi Arabia,noon,نون
باقي على الإفتتاحية يوم بس🇸🇦,1,1006909346826129408,2018-06-13 14:41:10,Twitter for iPhone,121,62,Kingdom of Saudi Arabia,noon,نون
@loxxmm17 سعداء لخدمتك سلطان وعليك بألف عافية💛,1,1006840130433413120,2018-06-13 10:06:07,Falcon Social Media Management ,1,0,Kingdom of Saudi Arabia,noon,نون
"@hTr02Mqmvth7xfK هلا، يرجى التواصل معنا بتفاصيل طلبك عبر الخاص و ذلك ليتم مساعدتك، شكراً لك.
https://t.co/HuFASkzpDm",1,1006669174758887424,2018-06-12 22:46:48,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"تعلن شركة نون شراكتها مع إيباي لتوصيل جميع طلباتك من عندهم لباب بيتك💛

رابط الخبر: https://t.co/gSlrQKfl19",1,1006582343660949504,2018-06-12 17:01:46,Twitter for iPhone,94,84,Kingdom of Saudi Arabia,noon,نون
إيباي يجي؟ والله يجي! اطلب من عندهم...ونون تجيبه وتجي 💛 https://t.co/ZPofQNgZpu,1,1006581876939730944,2018-06-12 16:59:55,Twitter for iPhone,142,86,Kingdom of Saudi Arabia,noon,نون
شكلي لمّا واحد رهيب يعطيني إفطار صائم عند الإشارة💛 https://t.co/lSMxEhiWtQ,1,1006544162685005825,2018-06-12 14:30:03,Socialbakers,70,18,Kingdom of Saudi Arabia,noon,نون
@doo3a_a  https://t.co/DFfG7FHg2f,1,1006485597010186241,2018-06-12 10:37:20,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@nourakorea0 هلا، يرجى التواصل معنا بتفاصيل طلبك عبر الخاص و ذلك ليتم مساعدتك، شكراً لك.
https://t.co/HuFASkzpDm",1,1006295400096194565,2018-06-11 22:01:34,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
عليك بالتفاصيل الدقيقة للعيد💛https://t.co/qur7e6TGRY https://t.co/wxTQIQZVe2,1,1006189450592903169,2018-06-11 15:00:33,Socialbakers,40,8,Kingdom of Saudi Arabia,noon,نون
كمّل زينك للعيد، ونوّنها الحين 💛 https://t.co/E5lqSbHjfg,1,1005804246342619139,2018-06-10 13:29:53,Socialbakers,70,29,Kingdom of Saudi Arabia,noon,نون
@messo43307 @ittihad تتهنى فيهم موسى💛,1,1005757390845857792,2018-06-10 10:23:42,Falcon Social Media Management ,0,1,Kingdom of Saudi Arabia,noon,نون
"@Bamsays_ هلا، يمكنك مشاركتنا رقم الطلب عبر الخاص، لنتمكن من المساعدة. شكراً!
https://t.co/HuFASkzpDm",1,1005587233322274817,2018-06-09 23:07:33,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@EQrw9bX1oZZEyaS هلا، تم الرد على الخاص. شكراً!,1,1005531827686334464,2018-06-09 19:27:24,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
الهدايا من الرموز اللي تقوي العلاقات، متى آخر مرة جتك هدية ومن مين؟ https://t.co/S7wO09ZcBH https://t.co/kdh6dEroWM,1,1005434583737774081,2018-06-09 13:00:59,Socialbakers,52,18,Kingdom of Saudi Arabia,noon,نون
@7san___ تتهنى فيه ياالغالي💛,1,1005372522701914112,2018-06-09 08:54:22,Falcon Social Media Management ,1,1,Kingdom of Saudi Arabia,noon,نون
@bada7aldosari @noon_cares @7axill @Alana066 هلا، نقوم بإرفاق تاريخ توصيل كل منتج بصفحة بيعه. شكراً!,1,1005204101381181440,2018-06-08 21:45:08,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"موعدنا المونديال💛🇸🇦

#السعوديه_المانيا",1,1005191831209107457,2018-06-08 20:56:22,Twitter for iPhone,306,255,Kingdom of Saudi Arabia,noon,نون
"@_Ez_3s هلا، يرجى التواصل معنا بتفاصيل طلبك عبر الخاص و ذلك ليتم مساعدتك، شكراً لك.
https://t.co/HuFASkzpDm",1,1005121953408143360,2018-06-08 16:18:42,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
طاولات جانبية تخدمك في عزايمك للشاهي والقهوة والتقديم بعد، يلا نوّنها💛https://t.co/xBrrOXHhHo https://t.co/SYqesV9x45,1,1005072033061801984,2018-06-08 13:00:20,Socialbakers,51,13,Kingdom of Saudi Arabia,noon,نون
"@FaisalMov @noon عملائنا الكرام لا يستحقون أقل من هذه الخدمة 💛
يسعد صباحك.",1,1004972104033263617,2018-06-08 06:23:15,Falcon Social Media Management ,1,0,Kingdom of Saudi Arabia,noon,نون
@fi_4941 بالعافية عليك فيصل 😍💛,1,1004784299017728001,2018-06-07 17:56:59,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@h2o_s1  https://t.co/NZKtRSroxQ,1,1004680945528688643,2018-06-07 11:06:18,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@AsimALmeshal مرحباً، عفواً لا توجد أكواد في الوقت الراهن. يمكنك التمتع بالعروض و التخفيضات المتوفرة حالياً. شكراً لك,1,1004661681904111617,2018-06-07 09:49:45,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
#نون_بالطريق 🚗 https://t.co/SgIxCu0IOa,1,1004437917283086336,2018-06-06 19:00:35,Twitter for iPhone,51,28,Kingdom of Saudi Arabia,noon,نون
بعض الناس قبل الفطور، انتبهوا لأنفسكم ولاتسرعون💛 https://t.co/CFllsGJKg1,1,1004385001650044928,2018-06-06 15:30:19,Socialbakers,102,41,Kingdom of Saudi Arabia,noon,نون
@thamori_99 @ittihad بالعافية عليك تشرفنا بخدمتك💛🖤,1,1004262527134588928,2018-06-06 07:23:39,Falcon Social Media Management ,1,1,Kingdom of Saudi Arabia,noon,نون
@paingod 💛,1,1004116447596032000,2018-06-05 21:43:11,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@moh1406 💛🖤✌️,1,1004114869212319753,2018-06-05 21:36:55,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@mgs14_ 💛,1,1004095857820688385,2018-06-05 20:21:22,Falcon Social Media Management ,0,1,Kingdom of Saudi Arabia,noon,نون
@faisl11223 @ittihad العفو فيصل 💛🖤,1,1004095634771795968,2018-06-05 20:20:29,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@Ahmad_LH18 Thank you. 💛😎 https://t.co/26HwEhRF09,1,1004017794369933312,2018-06-05 15:11:10,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
#قلبك_كبير وفي شهر الخير يكبر الخير فيك وزيادة 💛 https://t.co/Rkt4oDOGwF,1,1004009967609925634,2018-06-05 14:40:04,Twitter for iPhone,72,29,Kingdom of Saudi Arabia,noon,نون
بدأ العد التنازلي للعيد💛 واحنا جاهزين https://t.co/j7TvGCJN6t,1,1003994715291672577,2018-06-05 13:39:28,Twitter for iPhone,86,35,Kingdom of Saudi Arabia,noon,نون
@ralharbi24 💛✌️,1,1003762137779658754,2018-06-04 22:15:17,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@Ahmad_LH18 💛,1,1003761914160263170,2018-06-04 22:14:23,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
نشوفكم شي كبير لأنكم تستاهلون #قلبك_كبير 💛 https://t.co/MLqE2wATqR,1,1003652795520638977,2018-06-04 15:00:48,Socialbakers,117,80,Kingdom of Saudi Arabia,noon,نون
"@nassertsuwaidan أسعدتنا بكلامك 💛😍

وبإنتظارك 😎 https://t.co/lk3OdrFbWw",1,1003652025274503169,2018-06-04 14:57:44,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@nadyah_s نشكرك لمشاركتك تجربتك الاولى معنا وان شاء الله ماهي الاخيرة 😍💛 https://t.co/HD87lzqprR,1,1003646409177026560,2018-06-04 14:35:25,Falcon Social Media Management ,0,1,Kingdom of Saudi Arabia,noon,نون
@511358828 مرحباً يزيد، تم الرد علي استفسارك عبر الخاص. شكراً,1,1003639542992252929,2018-06-04 14:08:08,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@tta052759 مرحباً، تم الرد علي استفسارك عبر الخاص. شكراً,1,1003638616818704384,2018-06-04 14:04:27,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@toooott20 مرحباً، تم الرد علي استفسارك عبر الخاص. شكراً,1,1003638209065160705,2018-06-04 14:02:50,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@ahbk00 مرحباً عبد المجيد، يرجي ارسال رقم الطلب عبر الخاص حتي نتمكن من مساعدتك بشكل أفضل. شكراً,1,1003637854730321921,2018-06-04 14:01:25,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@nora4935 مرحباً نورا، تم التواصل مع قسم الشحن و سيتم توصيل الطلب لك في أسرع وقت. شكراً,1,1003637367587201024,2018-06-04 13:59:29,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@lo_zaman_lo مرحباً لبني، تم الرد علي استفسارك عبر الخاص. شكراً,1,1003633749299523586,2018-06-04 13:45:07,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@memoriess1993 @yase_er19 مرحباً، تم الرد علي استفسارك عبر الخاص. شكراً,1,1003632814615605251,2018-06-04 13:41:24,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@to0_0to مرحباً، يرجي ارسال رقم الطلب عبر الخاص حتي نتمكن من مساعدتك بشكل أفضل. شكراً,1,1003632468036026368,2018-06-04 13:40:01,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@memoriess1993 مرحباً، تم الرد علي استفسارك عبر الخاص. شكراً,1,1003632079949778945,2018-06-04 13:38:29,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@i_3moudinho مرحباً عدنان، تم الرد علي استفسارك عبر الخاص 💛 شكراً,1,1003631655574269953,2018-06-04 13:36:47,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@Zakriya_Axiom مرحباً زكريا، يرجي ارسال رقم الطلب عبر الخاص حتي نتمكن من مساعدتك بشكل أفضل. شكراً,1,1003630177887408128,2018-06-04 13:30:55,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@lQ_ll1 وعليكم السلام، يختلف تاريخ التسليم حسب توفر السلعة، سيتم ذكر تاريخ التسليم المتوقع قبل الشراء. شكراً,1,1003628829863301120,2018-06-04 13:25:34,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@fares00006 مرحباً فهد، تم التواصل معك من قبل المسؤول و نعمل جاهدين لإرضائك. سيتم التواصل معك مرة أخري في أقرب وقت. شكراً,1,1003627312527523841,2018-06-04 13:19:32,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
استمتع بحلاوة تفاصيل رمضان، نوّنها الحين🏮🌙https://t.co/Vcl5e6Owk7 https://t.co/gW1bXiAEX9,1,1003622633903087616,2018-06-04 13:00:56,Socialbakers,46,13,Kingdom of Saudi Arabia,noon,نون
@masg2022 @ittihad 💛🖤,1,1003560180351688704,2018-06-04 08:52:46,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@BasemAlBlewi تتهنى يا الغالي💛,1,1003559858182983680,2018-06-04 08:51:30,Falcon Social Media Management ,0,2,Kingdom of Saudi Arabia,noon,نون
@ittimax @ittihad 💛🖤,1,1003386484395823107,2018-06-03 21:22:34,Falcon Social Media Management ,1,0,Kingdom of Saudi Arabia,noon,نون
@80E__ @noon نعتذر منك ولكن انتهى العرض بالأمس. شكراًً لك.,1,1003357543358451712,2018-06-03 19:27:34,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@abeer_saad @noon مرحباً، يوجد كود خصم ِLODY10 يمكنك استخدامه على أي طلب شراء، يرجى العلم أن أعلى قيمة خصم يقدمها الكود هي 50 ريال على المشتريات التي بقيمة 500 فما فوق. و 10% للمشتريات التي أقل من 500 ريال و هو فعال عن طريق التطبيق. شكراً لك.,1,1003356915357962241,2018-06-03 19:25:04,Falcon Social Media Management ,3,0,Kingdom of Saudi Arabia,noon,نون
"@lojain_alzh @noon وعليكم السلام، يختلف تاريخ التسليم باختلاف المنتج والبائع.
نعمل على توصيل المنتج الذي تم تجهيزه و شحنه لضمان التوصيل بالتاريخ المقدر.
نحيطكم علماً، بان رسوم الدفع عند الاستلام والشحن يتم تحصيلها مرة واحدة فقط لاغير، حرصا على رضاكم.",1,1003356744209371137,2018-06-03 19:24:23,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
لمّا يقولك أحد البسي وتأنقي مثل زوجات لاعبين كرة القدم، لاتسمعين كلامه و #تأنقي_باللي_يعجبك💛,1,1003350907281723393,2018-06-03 19:01:12,Twitter for iPhone,125,60,Kingdom of Saudi Arabia,noon,نون
@AHM1HLALAF @ittihad ويستاهل جمهور الاتحاد💛,1,1003336775786553344,2018-06-03 18:05:03,Falcon Social Media Management ,2,0,Kingdom of Saudi Arabia,noon,نون
الفيمتو جاهز؟💛 https://t.co/H7cUSdB4MX,1,1003299069677064192,2018-06-03 15:35:13,Socialbakers,57,32,Kingdom of Saudi Arabia,noon,نون
@3jebaa مرحباً، يمكنك استخدام أكواد الخصم التالية من خلال التطبيق فقط A10 و LODY10. يرجى العلم أن أعلى قيمة خصم يقدمها الكود هي 50 ريال على المشتريات التي بقيمة 500 فما فوق. و 10% للمشتريات التي أقل من 500 ريال. شكراً لك.,1,1003276517810503682,2018-06-03 14:05:36,Falcon Social Media Management ,1,0,Kingdom of Saudi Arabia,noon,نون
@3mmar_salim @ittihad ويستاهلون جماهير الإتحاد كل خير 😍💛💛,1,1003231623511461888,2018-06-03 11:07:12,Falcon Social Media Management ,0,1,Kingdom of Saudi Arabia,noon,نون
@fisal2006 مرحباً فيصل، تم التواصل معك عبر الخاص. شكراً,1,1003230475165618176,2018-06-03 11:02:39,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@Maldraiaan  https://t.co/zZBEgtOL8q,1,1003197377082208257,2018-06-03 08:51:07,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@FOrJcb0qi6hUBCk @moonty_trf @NAMSHI_KSA الله عليك ياعبدالله 💛 كلك ذوق,1,1003179363842646016,2018-06-03 07:39:33,Falcon Social Media Management ,0,2,Kingdom of Saudi Arabia,noon,نون
"@moonty_trf @FOrJcb0qi6hUBCk @NAMSHI_KSA مرحباً، يرجى تزويدنا برقم الطلب كي نتمكن من المساعدة بشكل افضل. شكراُ لك!
https://t.co/HuFASkzpDm",1,1003159912304775169,2018-06-03 06:22:15,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
طبخك الحلو يستاهل طقم رهيب من نون💛 https://t.co/hP2D3N71N4,1,1002890129474662402,2018-06-02 12:30:14,Socialbakers,97,38,Kingdom of Saudi Arabia,noon,نون
@Pacino_itti بعض من ماعندكم حبيبنا 💛💛💛,1,1002886479281082368,2018-06-02 12:15:44,Falcon Social Media Management ,1,0,Kingdom of Saudi Arabia,noon,نون
@Shoosh__1927 @ittihad 😍💛,1,1002630835718238208,2018-06-01 19:19:53,Falcon Social Media Management ,2,0,Kingdom of Saudi Arabia,noon,نون
@ittiman @RazMoe_ @ittihad  https://t.co/0GhxuDh9OB,1,1002630670211002373,2018-06-01 19:19:14,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@Abdullh_khalid بالعافية عليك عبدالله 💛,1,1002600011102814208,2018-06-01 17:17:24,Falcon Social Media Management ,0,1,Kingdom of Saudi Arabia,noon,نون
@_1927N @ittihad 😍💛,1,1002599715605827584,2018-06-01 17:16:14,Falcon Social Media Management ,0,1,Kingdom of Saudi Arabia,noon,نون
@EcoExp @ittihad تسلم يامحمد وملاحظتك على العين والرأس 😍💛,1,1002599243276865541,2018-06-01 17:14:21,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@seen186 @ittihad وأجمل الالوان هو الاصفر 💛💛,1,1002598849196720129,2018-06-01 17:12:47,Falcon Social Media Management ,1,1,Kingdom of Saudi Arabia,noon,نون
@A7med_S16 @ittihad تهنى فيها يا أحمد 😍💛,1,1002597777753374720,2018-06-01 17:08:32,Falcon Social Media Management ,0,1,Kingdom of Saudi Arabia,noon,نون
@MahaSameeer نتمنى دايما نكون عند حسن ظنكم أختي مها 💛😍,1,1002597519094927362,2018-06-01 17:07:30,Falcon Social Media Management ,2,0,Kingdom of Saudi Arabia,noon,نون
@ModiAlharbi7 @ittihad العفو محمد 😍 ، و بالعافية عليك 💛,1,1002597293365825537,2018-06-01 17:06:36,Falcon Social Media Management ,1,0,Kingdom of Saudi Arabia,noon,نون
@hurof2017 شكرا 😍💛,1,1002597008723636224,2018-06-01 17:05:28,Falcon Social Media Management ,1,1,Kingdom of Saudi Arabia,noon,نون
@arch_bukhari @ittihad 💛,1,1002596839475040257,2018-06-01 17:04:48,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@AOO151 بالعافية عليك 😍💛,1,1002596674546601986,2018-06-01 17:04:09,Falcon Social Media Management ,1,1,Kingdom of Saudi Arabia,noon,نون
@ralharbi24 كلك ذوق 💛 😍,1,1002596467607994368,2018-06-01 17:03:19,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@Ah74959582 @ittihad حياك 💛,1,1002596092880588801,2018-06-01 17:01:50,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@un_99_ العفو... و في الخدمة دائما 😎,1,1002595623521128451,2018-06-01 16:59:58,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@4XDKA5TzAszo1RO وأنتم تستاهلون كل الحب 💛,1,1002595414951030784,2018-06-01 16:59:08,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@Fuad_ALNazzawi @ittihad اسعدتنا بمشاركتك معنا أخوي فؤاد 😍 والله يخلينا لبعض 💛,1,1002595011953913857,2018-06-01 16:57:32,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
ثلاجة للملحق أو لغرفة نومك أو حتى المجلس؟ نون عندها أحجام مختلفة تخدمك في كل مكان في البيت💛https://t.co/2mbLob7Ttl https://t.co/MTBQoCgXhd,1,1002535242836529152,2018-06-01 13:00:02,Socialbakers,56,25,Kingdom of Saudi Arabia,noon,نون
@feras_amg @noon يرجى التواصل معنا بتفاصيل طلبك عبر الخاص .,1,1002414392091213824,2018-06-01 04:59:49,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
